,Strategy_Combination,Stock_Selection_Method,Weight_Allocation_Method,Total_Return,CAGR_4Y,CAGR_3Y,CAGR_2Y,CAGR_1Y,Positive_Return_Count,Negative_Return_Count,Sum_Positive_Return,Sum_Negative_Return,Variance_4Y,Variance_3Y,Variance_2Y,Variance_1Y,Success_Rate,Backtest_Version,Rebalance
115,12_6,12,6,4.88,0.49,0.41,0.29,0.28,33,15,2.59,-0.79,0.0334,0.0062,0.007,0.0086,0.69,8,1m
116,3_3,3,3,4.76,0.48,0.21,-0.04,0.2,27,21,3.53,-1.56,0.0742,0.0406,0.046,0.0434,0.56,8,1m
117,10_4,10,4,5.55,0.54,0.46,0.11,0.52,11,5,2.59,-0.47,0.0513,0.0549,0.0184,0.0184,0.69,8,3m
118,1_1,1,1,3.32,0.35,0.33,0.31,0.74,11,5,1.92,-0.49,0.0252,0.0169,0.0242,0.017,0.69,8,3m
119,9_8,9,8,5.41,0.53,0.5,0.15,0.61,11,5,2.45,-0.39,0.0457,0.0491,0.0151,0.0094,0.69,8,3m
120,16_2,16,2,8.27,0.7,0.49,0.16,0.17,26,22,4.29,-1.64,0.121,0.0384,0.0347,0.0424,0.54,8,1m
121,7_7,7,7,7.96,0.68,0.5,0.48,0.83,36,12,2.79,-0.53,0.0324,0.0101,0.0149,0.0174,0.75,8,1m
122,5_5,5,5,2.77,0.29,0.28,0.36,0.53,10,6,1.73,-0.49,0.0268,0.0191,0.0278,0.0387,0.62,8,3m
123,16_10,16,10,2.83,0.3,0.4,0.06,0.17,24,24,3.08,-1.63,0.0562,0.0296,0.022,0.0264,0.5,8,1m
124,2_4,2,4,3.68,0.39,0.33,0.4,0.6,11,5,2.02,-0.46,0.0274,0.0168,0.0229,0.032,0.69,8,3m
125,3_10,3,10,7.84,0.67,0.34,0.09,0.5,32,16,3.49,-1.08,0.0819,0.0283,0.0354,0.0321,0.67,8,1m
126,13_1,13,1,5.53,0.53,0.55,0.31,0.69,12,4,3.0,-0.66,0.0838,0.025,0.027,0.0407,0.75,8,3m
127,11_3,11,3,4.09,0.42,0.36,0.16,0.25,23,25,3.51,-1.67,0.0818,0.0386,0.0371,0.0084,0.48,8,1m
128,4_2,4,2,7.98,0.68,0.46,0.08,0.47,29,19,3.9,-1.37,0.0856,0.0381,0.0355,0.0349,0.6,8,1m
129,15_7,15,7,6.33,0.59,0.54,0.29,0.58,31,17,3.26,-1.1,0.0538,0.022,0.0215,0.0252,0.65,8,1m
130,15_6,15,6,6.41,0.59,0.54,0.29,0.58,31,17,3.27,-1.1,0.0537,0.022,0.0215,0.0252,0.65,8,1m
131,4_3,4,3,6.28,0.58,0.3,0.03,0.49,29,19,3.67,-1.42,0.0735,0.0343,0.0347,0.0216,0.6,8,1m
132,6_1,6,1,3.35,0.35,0.33,0.31,0.74,11,5,1.93,-0.49,0.0256,0.0169,0.0242,0.017,0.69,8,3m
133,11_2,11,2,7.88,0.68,0.53,0.26,0.39,28,20,3.75,-1.24,0.176,0.0323,0.0253,0.0227,0.58,8,1m
134,3_11,3,11,9.07,0.74,0.41,0.07,0.35,29,19,3.73,-1.15,0.0855,0.031,0.0239,0.0189,0.6,8,1m
135,2_5,2,5,2.92,0.31,0.25,0.31,0.51,11,5,1.86,-0.54,0.0287,0.0198,0.0295,0.0362,0.69,8,3m
136,2_7,2,7,3.16,0.33,0.27,0.27,0.63,10,6,1.9,-0.52,0.0272,0.0184,0.0255,0.0112,0.62,8,3m
137,13_2,13,2,2.4,0.25,0.11,0.04,0.1,8,8,2.12,-0.78,0.0838,0.0174,0.0175,0.0283,0.5,8,3m
138,12_10,12,10,3.25,0.34,0.38,0.21,0.31,28,20,2.9,-1.4,0.0447,0.0185,0.0199,0.0105,0.58,8,1m
139,6_3,6,3,3.04,0.32,0.35,0.44,0.78,12,4,1.87,-0.51,0.0307,0.0275,0.0413,0.0561,0.75,8,3m
140,4_1,4,1,4.79,0.48,0.38,0.2,0.39,35,13,2.4,-0.66,0.0273,0.0105,0.0107,0.0097,0.73,8,1m
141,15_4,15,4,3.95,0.41,0.29,0.16,0.39,28,20,3.49,-1.61,0.2252,0.0182,0.0244,0.0454,0.58,8,1m
142,15_5,15,5,4.47,0.45,0.35,0.1,0.14,26,22,3.55,-1.52,0.1319,0.0107,0.0057,0.0104,0.54,8,1m
143,6_2,6,2,3.09,0.33,0.38,0.39,0.7,12,4,1.84,-0.47,0.0277,0.0214,0.0322,0.0543,0.75,8,3m
144,11_1,11,1,3.73,0.39,0.34,0.18,0.3,34,14,2.26,-0.78,0.0253,0.0072,0.0064,0.0062,0.71,8,1m
145,12_11,12,11,2.89,0.3,0.24,0.14,0.21,29,19,2.77,-1.38,0.0558,0.0186,0.0213,0.0176,0.6,8,1m
146,13_3,13,3,6.59,0.6,0.3,0.01,0.08,11,5,4.92,-1.01,0.6313,0.0362,0.0337,0.0478,0.69,8,3m
147,2_6,2,6,3.16,0.33,0.27,0.27,0.63,10,6,1.9,-0.52,0.0272,0.0184,0.0255,0.0112,0.62,8,3m
148,2_2,2,2,3.82,0.4,0.38,0.39,0.7,12,4,2.09,-0.47,0.0315,0.0214,0.0322,0.0543,0.75,8,3m
149,13_7,13,7,5.73,0.55,0.55,0.29,0.73,12,4,2.79,-0.56,0.0584,0.0434,0.0222,0.0212,0.75,8,3m
150,11_5,11,5,5.07,0.5,0.13,-0.06,0.09,27,21,3.89,-1.61,0.2227,0.0313,0.0187,0.0192,0.56,8,1m
151,10_10,10,10,7.24,0.64,0.55,0.24,0.74,11,5,2.79,-0.39,0.0472,0.0399,0.019,0.0144,0.69,8,3m
152,6_6,6,6,2.98,0.31,0.27,0.27,0.63,10,6,1.83,-0.52,0.0246,0.0184,0.0255,0.0112,0.62,8,3m
153,8_9,8,9,12.42,0.88,0.42,0.27,0.93,29,19,3.93,-0.97,0.1203,0.0431,0.0346,0.028,0.6,8,1m
154,4_4,4,4,6.05,0.57,0.33,0.07,0.48,32,16,3.2,-1.09,0.064,0.0322,0.0271,0.0251,0.67,8,1m
155,15_1,15,1,5.43,0.53,0.49,0.3,0.47,33,15,2.9,-0.96,0.0495,0.0152,0.0164,0.0233,0.69,8,1m
156,4_5,4,5,5.3,0.52,0.31,0.1,0.55,29,19,3.4,-1.34,0.0749,0.0326,0.0435,0.0308,0.6,8,1m
157,8_8,8,8,7.37,0.65,0.42,0.26,0.92,31,17,3.23,-0.92,0.0622,0.0268,0.0367,0.0299,0.65,8,1m
158,6_7,6,7,2.98,0.31,0.27,0.27,0.63,10,6,1.83,-0.52,0.0246,0.0184,0.0255,0.0112,0.62,8,3m
159,10_11,10,11,6.4,0.59,0.55,0.26,0.73,12,4,2.59,-0.36,0.0428,0.0423,0.0175,0.0145,0.75,8,3m
160,11_4,11,4,3.92,0.41,0.35,0.21,0.35,31,17,2.88,-1.19,0.0582,0.025,0.0204,0.0115,0.65,8,1m
161,13_6,13,6,5.73,0.55,0.55,0.29,0.73,12,4,2.79,-0.56,0.0584,0.0434,0.0222,0.0212,0.75,8,3m
162,2_3,2,3,3.7,0.39,0.35,0.44,0.78,12,4,2.11,-0.51,0.0344,0.0275,0.0413,0.0561,0.75,8,3m
163,2_1,2,1,3.32,0.35,0.33,0.31,0.74,11,5,1.92,-0.49,0.0252,0.0169,0.0242,0.017,0.69,8,3m
164,13_4,13,4,2.27,0.23,0.39,0.26,0.56,11,5,1.87,-0.78,0.0325,0.0183,0.0239,0.0366,0.69,8,3m
165,11_6,11,6,4.94,0.49,0.42,0.29,0.28,33,15,2.6,-0.79,0.0334,0.0062,0.007,0.0086,0.69,8,1m
166,6_5,6,5,2.34,0.24,0.25,0.31,0.51,11,5,1.59,-0.54,0.0231,0.0198,0.0295,0.0362,0.69,8,3m
167,4_7,4,7,6.1,0.57,0.42,0.37,0.77,35,13,2.66,-0.66,0.0369,0.0131,0.0195,0.0202,0.73,8,1m
168,15_2,15,2,4.51,0.46,0.38,0.13,0.18,27,21,3.6,-1.62,0.0932,0.0326,0.0285,0.037,0.56,8,1m
169,1_10,1,10,4.71,0.47,0.42,0.44,0.66,12,4,2.18,-0.34,0.0316,0.0154,0.0225,0.0292,0.75,8,3m
170,1_11,1,11,4.49,0.46,0.37,0.41,0.69,12,4,2.26,-0.45,0.0352,0.0182,0.0261,0.0333,0.75,8,3m
171,15_3,15,3,12.54,0.88,0.5,0.17,0.21,29,19,4.35,-1.3,0.1842,0.0326,0.0211,0.0315,0.6,8,1m
172,4_6,4,6,6.1,0.57,0.42,0.37,0.77,35,13,2.66,-0.66,0.0369,0.0131,0.0195,0.0202,0.73,8,1m
173,6_4,6,4,2.89,0.3,0.33,0.4,0.59,11,5,1.72,-0.46,0.0224,0.0168,0.0229,0.032,0.69,8,3m
174,11_7,11,7,4.81,0.48,0.42,0.29,0.28,33,15,2.57,-0.79,0.0313,0.0062,0.007,0.0086,0.69,8,1m
175,13_5,13,5,1.59,0.12,-0.01,-0.04,0.45,9,7,3.77,-1.59,0.4498,0.0314,0.0456,0.0379,0.56,8,3m
0,13_8,13,8,9.06,0.73,0.4,0.13,0.63,11,5,5.61,-1.1,0.6664,0.052,0.0352,0.0417,0.69,9,3m
1,4_10,4,10,4.01,0.41,0.43,0.14,0.82,27,21,3.04,-1.34,0.061,0.0519,0.0371,0.0276,0.56,9,1m
2,6_9,6,9,3.16,0.33,0.29,0.29,0.71,11,5,1.75,-0.41,0.022,0.0244,0.0374,0.02,0.69,9,3m
3,8_6,8,6,5.33,0.52,0.57,0.34,0.57,30,18,2.68,-0.8,0.0327,0.0238,0.0218,0.0317,0.62,9,1m
4,8_10,8,10,2.48,0.25,0.29,0.1,0.64,27,21,2.4,-1.25,0.0366,0.0235,0.0288,0.0221,0.56,9,1m
5,8_11,8,11,5.21,0.51,0.49,0.2,0.61,30,18,3.0,-1.07,0.0478,0.0306,0.0214,0.0194,0.62,9,1m
6,8_7,8,7,5.43,0.53,0.58,0.34,0.57,30,18,2.7,-0.8,0.0334,0.0247,0.0218,0.0317,0.62,9,1m
7,6_8,6,8,3.69,0.39,0.36,0.35,0.59,12,4,1.88,-0.37,0.0219,0.0194,0.028,0.015,0.75,9,3m
8,4_11,4,11,5.31,0.52,0.53,0.24,0.68,30,18,3.09,-1.11,0.0509,0.0377,0.0229,0.0206,0.62,9,1m
9,13_9,13,9,7.48,0.65,0.5,0.4,0.94,10,6,7.0,-1.12,1.6708,0.0336,0.0296,0.0204,0.62,9,3m
10,15_10,15,10,2.77,0.29,0.36,0.04,0.27,31,17,2.96,-1.59,0.0535,0.0265,0.0231,0.0269,0.65,9,1m
11,11_9,11,9,2.34,0.24,0.33,0.22,0.7,28,20,2.69,-1.52,0.033,0.0255,0.029,0.0376,0.58,9,1m
12,8_5,8,5,3.33,0.35,0.27,-0.04,0.44,29,19,2.78,-1.25,0.0686,0.0477,0.0464,0.0536,0.6,9,1m
13,4_8,4,8,4.81,0.48,0.51,0.18,0.67,32,16,2.99,-1.11,0.0614,0.0476,0.0284,0.0203,0.67,9,1m
14,4_9,4,9,4.85,0.48,0.55,0.31,0.88,30,18,3.35,-1.36,0.0702,0.0411,0.0321,0.0401,0.62,9,1m
15,8_4,8,4,2.93,0.31,0.25,0.04,0.62,29,19,2.51,-1.19,0.0429,0.0274,0.0295,0.0246,0.6,9,1m
16,11_8,11,8,3.28,0.35,0.46,0.23,0.63,31,17,2.37,-0.98,0.0296,0.0206,0.0191,0.021,0.65,9,1m
17,15_11,15,11,4.02,0.42,0.36,0.05,0.29,31,17,2.95,-1.24,0.0553,0.0223,0.0177,0.0177,0.65,9,1m
18,15_8,15,8,3.23,0.34,0.19,0.02,0.49,30,18,3.0,-1.39,0.119,0.024,0.0292,0.0357,0.62,9,1m
19,15_9,15,9,9.2,0.74,0.32,0.01,0.24,30,18,4.35,-1.43,0.5001,0.0312,0.0221,0.0289,0.62,9,1m
20,8_1,8,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,9,1m
21,2_8,2,8,3.75,0.39,0.36,0.35,0.59,12,4,1.86,-0.33,0.0213,0.0194,0.028,0.015,0.75,9,3m
22,8_3,8,3,2.55,0.26,0.17,-0.0,0.47,27,21,2.87,-1.55,0.0532,0.0264,0.0356,0.0381,0.56,9,1m
23,6_10,6,10,2.89,0.3,0.27,0.2,0.53,11,5,1.75,-0.5,0.0213,0.0159,0.023,0.0285,0.69,9,3m
24,6_11,6,11,3.92,0.41,0.39,0.38,0.77,11,5,2.0,-0.39,0.0256,0.0231,0.0346,0.0498,0.69,9,3m
25,8_2,8,2,4.26,0.44,0.41,0.11,0.47,30,18,3.03,-1.26,0.0522,0.035,0.0201,0.0241,0.62,9,1m
26,2_9,2,9,3.83,0.4,0.28,0.28,0.68,11,5,1.99,-0.41,0.026,0.0236,0.0362,0.0183,0.69,9,3m
27,5_8,5,8,4.2,0.43,0.4,0.42,0.77,12,4,2.05,-0.38,0.0248,0.0232,0.034,0.0255,0.75,9,3m
28,9_5,9,5,6.35,0.59,0.41,0.2,0.96,11,5,4.24,-0.92,0.3594,0.0371,0.0427,0.0369,0.69,9,3m
29,10_9,10,9,3.65,0.38,0.35,0.13,0.67,12,4,2.18,-0.59,0.0334,0.0274,0.0318,0.0155,0.75,9,3m
30,13_11,13,11,2.51,0.26,0.21,0.25,0.97,10,6,2.23,-0.93,0.047,0.0347,0.0418,0.0343,0.62,9,3m
31,13_10,13,10,3.05,0.32,0.21,0.2,0.82,10,6,2.57,-0.97,0.0632,0.0341,0.049,0.0548,0.62,9,3m
32,10_8,10,8,2.66,0.28,0.31,0.22,0.57,11,5,1.7,-0.52,0.023,0.0185,0.0263,0.017,0.69,9,3m
33,9_4,9,4,17.12,1.03,0.33,0.2,0.6,12,4,5.54,-0.5,0.6933,0.0215,0.026,0.0244,0.75,9,3m
34,5_9,5,9,3.47,0.36,0.29,0.26,0.66,11,5,1.91,-0.44,0.0259,0.024,0.0365,0.0194,0.69,9,3m
35,7_9,7,9,3.18,0.34,0.34,0.1,0.38,26,22,2.96,-1.41,0.0384,0.0219,0.0122,0.0117,0.54,9,1m
36,9_6,9,6,3.44,0.36,0.29,0.24,0.47,12,4,1.81,-0.39,0.0199,0.0106,0.0156,0.0125,0.75,9,3m
37,2_11,2,11,3.77,0.39,0.39,0.38,0.77,11,5,1.95,-0.39,0.0253,0.0231,0.0346,0.0498,0.69,9,3m
38,12_8,12,8,3.11,0.33,0.44,0.18,0.67,31,17,2.53,-1.16,0.0385,0.0311,0.0284,0.0202,0.65,9,1m
39,12_9,12,9,3.05,0.32,0.51,0.28,0.78,28,20,2.79,-1.37,0.0346,0.028,0.0258,0.0302,0.58,9,1m
40,2_10,2,10,2.98,0.31,0.27,0.2,0.53,11,5,1.78,-0.5,0.0213,0.0159,0.023,0.0285,0.69,9,3m
41,9_7,9,7,3.44,0.36,0.29,0.24,0.47,12,4,1.81,-0.39,0.0199,0.0106,0.0156,0.0125,0.75,9,3m
42,7_8,7,8,3.88,0.4,0.44,0.21,0.56,32,16,2.59,-0.97,0.0386,0.0235,0.0166,0.0176,0.67,9,1m
43,9_3,9,3,8.11,0.69,0.53,0.45,1.25,12,4,3.1,-0.53,0.0484,0.0411,0.0596,0.051,0.75,9,3m
44,16_9,16,9,2.77,0.29,0.18,-0.07,0.28,28,20,3.42,-1.87,0.1293,0.0321,0.0272,0.0311,0.58,9,1m
45,3_8,3,8,5.12,0.5,0.5,0.21,0.57,33,15,2.85,-0.94,0.0549,0.038,0.0168,0.0178,0.69,9,1m
46,3_9,3,9,6.21,0.58,0.5,0.19,0.67,31,17,3.49,-1.27,0.0734,0.0466,0.0295,0.0366,0.65,9,1m
47,16_8,16,8,3.92,0.41,0.2,0.05,0.38,31,17,3.09,-1.37,0.0749,0.0222,0.027,0.0345,0.65,9,1m
48,9_2,9,2,4.14,0.43,0.35,0.36,0.95,10,6,2.29,-0.53,0.0413,0.0254,0.0376,0.0414,0.62,9,3m
49,11_11,11,11,4.93,0.49,0.54,0.29,0.55,31,17,2.99,-1.1,0.041,0.0216,0.0144,0.0194,0.65,9,1m
50,14_8,14,8,3.07,0.32,0.29,0.18,0.72,10,6,2.6,-0.97,0.0644,0.0581,0.0517,0.0491,0.62,9,3m
51,1_9,1,9,3.11,0.33,0.24,0.26,0.66,11,5,1.8,-0.44,0.0271,0.0238,0.0365,0.0194,0.69,9,3m
52,1_8,1,8,4.38,0.45,0.4,0.42,0.77,12,4,2.17,-0.43,0.0282,0.0232,0.034,0.0255,0.75,9,3m
53,9_1,9,1,6.33,0.59,0.42,0.32,0.65,12,4,2.72,-0.42,0.0586,0.0142,0.0181,0.016,0.75,9,3m
54,14_9,14,9,1.4,0.09,0.37,0.18,0.77,10,6,2.6,-1.5,0.0904,0.0546,0.0651,0.0414,0.62,9,3m
55,11_10,11,10,3.72,0.39,0.35,0.09,0.37,27,21,2.86,-1.21,0.0466,0.0248,0.0142,0.0115,0.56,9,1m
56,5_1,5,1,4.01,0.42,0.39,0.39,0.89,12,4,1.97,-0.37,0.0218,0.016,0.0237,0.0163,0.75,9,3m
57,14_4,14,4,7.87,0.67,0.57,0.2,0.61,10,6,3.25,-0.55,0.0821,0.0637,0.0142,0.0132,0.62,9,3m
58,7_3,7,3,2.79,0.29,0.15,0.01,0.41,28,20,2.87,-1.47,0.0643,0.0262,0.0308,0.0398,0.58,9,1m
59,16_6,16,6,9.36,0.75,0.71,0.41,0.82,31,17,3.59,-1.02,0.0659,0.0441,0.0378,0.0598,0.65,9,1m
60,1_5,1,5,3.71,0.39,0.23,0.29,0.67,11,5,2.12,-0.52,0.0342,0.0214,0.0314,0.0405,0.69,9,3m
61,3_7,3,7,6.12,0.57,0.61,0.42,0.71,31,17,2.81,-0.78,0.0375,0.0268,0.0244,0.0317,0.65,9,1m
62,14_11,14,11,7.09,0.63,0.63,0.5,1.19,12,4,3.13,-0.63,0.0586,0.0337,0.0359,0.0291,0.75,9,3m
63,12_2,12,2,4.3,0.44,0.42,0.11,0.47,30,18,3.07,-1.28,0.0516,0.036,0.0201,0.0241,0.62,9,1m
64,12_3,12,3,2.64,0.27,0.19,-0.0,0.47,26,22,2.92,-1.56,0.0516,0.0287,0.0356,0.0381,0.54,9,1m
65,14_10,14,10,3.74,0.39,0.38,0.28,1.01,12,4,2.49,-0.77,0.0443,0.0288,0.0433,0.0359,0.75,9,3m
66,3_6,3,6,6.12,0.57,0.61,0.42,0.71,31,17,2.81,-0.78,0.0375,0.0268,0.0244,0.0317,0.65,9,1m
67,10_1,10,1,6.33,0.59,0.42,0.32,0.65,12,4,2.72,-0.42,0.0586,0.0142,0.0181,0.016,0.75,9,3m
68,1_4,1,4,3.25,0.34,0.26,0.28,0.57,11,5,1.79,-0.4,0.0259,0.0152,0.0219,0.0287,0.69,9,3m
69,16_7,16,7,9.36,0.75,0.71,0.41,0.82,31,17,3.59,-1.02,0.0659,0.0441,0.0378,0.0598,0.65,9,1m
70,7_2,7,2,4.44,0.45,0.36,0.2,0.53,30,18,3.06,-1.24,0.0605,0.0181,0.0186,0.0194,0.62,9,1m
71,14_5,14,5,3.44,0.36,0.33,0.29,1.07,11,5,2.13,-0.57,0.0372,0.0249,0.0276,0.0171,0.69,9,3m
72,5_2,5,2,3.65,0.38,0.3,0.33,0.71,10,6,1.95,-0.42,0.0271,0.0259,0.0366,0.0546,0.62,9,3m
73,14_7,14,7,4.52,0.46,0.54,0.42,1.03,12,4,2.58,-0.67,0.0459,0.0262,0.0314,0.0188,0.75,9,3m
74,16_5,16,5,9.2,0.74,0.47,0.08,0.4,32,16,4.38,-1.54,0.165,0.0416,0.026,0.0182,0.67,9,1m
75,9_11,9,11,11.56,0.84,0.36,0.35,0.95,11,5,4.32,-0.52,0.3195,0.0259,0.0382,0.0364,0.69,9,3m
76,1_6,1,6,3.58,0.38,0.38,0.31,0.51,12,4,1.77,-0.32,0.0158,0.0107,0.0146,0.0086,0.75,9,3m
77,5_11,5,11,3.63,0.38,0.36,0.34,0.78,11,5,1.97,-0.44,0.0264,0.0243,0.0361,0.0481,0.69,9,3m
78,10_3,10,3,6.47,0.59,0.57,0.47,1.29,12,4,2.78,-0.51,0.0408,0.0427,0.0588,0.0481,0.75,9,3m
79,3_4,3,4,7.08,0.63,0.51,0.2,0.79,33,15,3.42,-1.12,0.0668,0.0465,0.0288,0.0269,0.69,9,1m
80,12_1,12,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,9,1m
81,3_5,3,5,3.95,0.41,0.41,-0.02,0.62,28,20,3.29,-1.52,0.088,0.0706,0.0397,0.0302,0.58,9,1m
82,10_2,10,2,3.78,0.39,0.36,0.36,0.97,10,6,2.13,-0.51,0.0339,0.0249,0.037,0.0398,0.62,9,3m
83,5_10,5,10,3.52,0.37,0.34,0.32,0.87,11,5,1.98,-0.48,0.0283,0.0269,0.0406,0.054,0.69,9,3m
84,1_7,1,7,3.58,0.38,0.38,0.31,0.51,12,4,1.77,-0.32,0.0158,0.0107,0.0146,0.0086,0.75,9,3m
85,16_4,16,4,5.59,0.54,0.32,0.1,0.4,30,18,3.65,-1.49,0.1356,0.0318,0.0242,0.019,0.62,9,1m
86,9_10,9,10,8.66,0.72,0.51,0.47,1.02,11,5,3.47,-0.51,0.1338,0.0277,0.0414,0.035,0.69,9,3m
87,7_1,7,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,9,1m
88,14_6,14,6,4.52,0.46,0.54,0.42,1.03,12,4,2.58,-0.67,0.0459,0.0262,0.0314,0.0188,0.75,9,3m
89,5_3,5,3,3.56,0.37,0.34,0.21,0.52,11,5,1.97,-0.49,0.0221,0.0213,0.0314,0.0379,0.69,9,3m
90,5_7,5,7,4.3,0.44,0.38,0.32,0.51,12,4,1.95,-0.29,0.0188,0.0107,0.0146,0.0086,0.75,9,3m
91,14_2,14,2,3.36,0.35,0.27,0.13,0.53,10,6,2.81,-0.99,0.0822,0.0521,0.0399,0.0616,0.62,9,3m
92,7_5,7,5,2.59,0.27,0.21,-0.06,0.52,27,21,2.81,-1.51,0.0691,0.0372,0.0339,0.0233,0.56,9,1m
93,7_11,7,11,5.62,0.54,0.6,0.29,0.55,31,17,3.14,-1.09,0.047,0.0294,0.0144,0.0194,0.65,9,1m
94,1_3,1,3,4.56,0.46,0.34,0.21,0.52,11,5,2.27,-0.49,0.0272,0.0213,0.0314,0.0379,0.69,9,3m
95,10_6,10,6,3.33,0.35,0.27,0.24,0.47,12,4,1.78,-0.39,0.0199,0.0104,0.0156,0.0125,0.75,9,3m
96,3_1,3,1,4.5,0.46,0.41,0.26,0.54,31,17,2.58,-0.87,0.0326,0.0179,0.0178,0.0161,0.65,9,1m
97,12_4,12,4,2.25,0.22,0.17,0.04,0.62,28,20,2.36,-1.31,0.0377,0.0257,0.0295,0.0246,0.58,9,1m
98,12_5,12,5,2.79,0.29,0.22,-0.01,0.55,27,21,2.69,-1.34,0.0624,0.0473,0.057,0.0706,0.56,9,1m
99,10_7,10,7,3.33,0.35,0.27,0.24,0.47,12,4,1.78,-0.39,0.0199,0.0104,0.0156,0.0125,0.75,9,3m
100,1_2,1,2,3.05,0.32,0.3,0.33,0.71,10,6,1.86,-0.51,0.0292,0.0259,0.0366,0.0546,0.62,9,3m
101,7_10,7,10,3.27,0.34,0.29,0.12,0.45,27,21,2.66,-1.21,0.0416,0.0173,0.0163,0.0137,0.56,9,1m
102,16_1,16,1,6.07,0.57,0.5,0.32,0.57,35,13,2.93,-0.92,0.038,0.0235,0.0243,0.0322,0.73,9,1m
103,7_4,7,4,4.61,0.47,0.34,0.19,0.74,31,17,2.94,-1.13,0.0471,0.0224,0.0268,0.0247,0.65,9,1m
104,14_3,14,3,3.38,0.36,0.14,0.2,0.52,9,7,2.81,-0.92,0.1017,0.0297,0.0369,0.0435,0.56,9,3m
105,5_6,5,6,4.3,0.44,0.38,0.32,0.51,12,4,1.95,-0.29,0.0188,0.0107,0.0146,0.0086,0.75,9,3m
106,16_11,16,11,5.8,0.55,0.49,0.17,0.49,32,16,3.33,-1.22,0.0622,0.0267,0.0264,0.0285,0.67,9,1m
107,5_4,5,4,2.91,0.31,0.26,0.28,0.57,11,5,1.62,-0.38,0.0197,0.0152,0.0219,0.0287,0.69,9,3m
108,14_1,14,1,8.69,0.72,0.61,0.43,0.83,13,3,3.18,-0.51,0.0551,0.0289,0.0298,0.0335,0.81,9,3m
109,7_6,7,6,5.63,0.54,0.58,0.36,0.57,30,18,2.74,-0.8,0.0333,0.0243,0.0231,0.0317,0.62,9,1m
110,16_3,16,3,8.31,0.7,0.7,0.17,0.49,31,17,3.66,-1.18,0.06,0.0417,0.0175,0.0134,0.65,9,1m
111,9_9,9,9,8.9,0.73,0.28,0.08,0.53,11,5,6.51,-0.92,1.4771,0.0264,0.0292,0.0135,0.69,9,3m
112,10_5,10,5,4.36,0.44,0.31,0.16,0.79,11,5,2.42,-0.61,0.037,0.026,0.0338,0.0181,0.69,9,3m
113,3_2,3,2,6.55,0.6,0.5,0.24,0.62,32,16,3.43,-1.18,0.0796,0.0395,0.02,0.0198,0.67,9,1m
114,12_7,12,7,4.67,0.47,0.58,0.33,0.55,30,18,2.51,-0.78,0.0292,0.0256,0.0203,0.0289,0.62,9,1m
115,12_6,12,6,4.6,0.46,0.57,0.33,0.55,30,18,2.49,-0.78,0.0283,0.0245,0.0203,0.0289,0.62,9,1m
116,3_3,3,3,6.89,0.62,0.44,0.03,0.45,32,16,3.84,-1.43,0.1133,0.0735,0.0345,0.0461,0.67,9,1m
117,10_4,10,4,3.93,0.41,0.23,0.12,0.54,12,4,2.36,-0.64,0.0409,0.024,0.0335,0.0256,0.75,9,3m
118,1_1,1,1,3.91,0.41,0.39,0.39,0.89,12,4,1.98,-0.39,0.0233,0.016,0.0236,0.0163,0.75,9,3m
119,9_8,9,8,9.09,0.74,0.29,0.2,0.69,10,6,4.68,-0.61,0.5774,0.023,0.0322,0.0226,0.62,9,3m
120,16_2,16,2,4.0,0.41,0.37,0.13,0.27,29,19,3.02,-1.32,0.0468,0.0185,0.0156,0.0185,0.6,9,1m
121,7_7,7,7,5.72,0.55,0.59,0.36,0.57,30,18,2.76,-0.8,0.034,0.0253,0.0231,0.0317,0.62,9,1m
122,5_5,5,5,2.6,0.27,0.23,0.29,0.67,11,5,1.65,-0.51,0.0228,0.0214,0.0314,0.0405,0.69,9,3m
123,16_10,16,10,4.68,0.47,0.46,0.16,0.51,34,14,2.94,-1.14,0.0441,0.0246,0.0219,0.023,0.71,9,1m
124,2_4,2,4,3.55,0.37,0.25,0.23,0.46,9,7,1.95,-0.45,0.026,0.015,0.0184,0.0234,0.56,9,3m
125,3_10,3,10,4.58,0.46,0.43,0.15,0.53,28,20,3.08,-1.25,0.0597,0.0415,0.0195,0.0188,0.58,9,1m
126,13_1,13,1,8.69,0.72,0.61,0.43,0.83,13,3,3.18,-0.51,0.0551,0.0289,0.0298,0.0335,0.81,9,3m
127,11_3,11,3,2.95,0.31,0.17,0.01,0.41,28,20,2.96,-1.49,0.062,0.0238,0.0308,0.0398,0.58,9,1m
128,4_2,4,2,5.04,0.5,0.45,0.14,0.55,32,16,3.17,-1.21,0.0656,0.0468,0.0217,0.0248,0.67,9,1m
129,15_7,15,7,10.12,0.78,0.72,0.42,0.82,32,16,3.64,-1.0,0.0669,0.0432,0.0364,0.0587,0.67,9,1m
130,15_6,15,6,10.12,0.78,0.72,0.42,0.82,32,16,3.64,-1.0,0.0669,0.0432,0.0364,0.0587,0.67,9,1m
131,4_3,4,3,4.73,0.47,0.4,0.02,0.52,29,19,3.56,-1.54,0.0903,0.0711,0.0394,0.0441,0.6,9,1m
